,train,val,test
667,h0914,,
668,h0915,,
669,h0916,,
670,h0917,,
671,h0918,,
672,h0919,,
673,h0921,,
674,h0922,,
675,h0924,,
676,h0925,,
677,h0928,,
678,h0930,,
679,h0931,,
680,h0933,,
681,h0934,,
682,h0935,,
683,h0939,,
684,h0940,,
685,h0942,,
686,h0943,,
687,h0944,,
688,h0945,,
689,h0946,,
690,h0947,,
691,h0948,,
692,h0949,,
693,h0950,,
694,h0951,,
695,h0952,,
696,h0953,,
697,h0954,,
698,h0955,,
699,h0958,,
700,h0960,,
701,h0961,,
702,h0962,,
703,h0963,,
704,h0966,,
705,h0967,,
706,h0968,,
707,h0970,,
708,h0973,,
709,h0975,,
710,h0976,,
711,h0977,,
712,h0978,,
713,h0979,,
714,h0982,,
715,h0983,,
716,h0984,,
717,h0985,,
718,h0986,,
719,h0987,,
720,h0988,,
721,h0989,,
722,h0990,,
723,h0991,,
724,h0992,,
725,h0993,,
726,h0995,,
727,h0996,,
728,h0997,,
729,h0998,,
730,h0999,,
731,h1002,,
732,h1003,,
733,h1004,,
734,h1005,,
735,h1006,,
736,h1007,,
737,h1008,,
738,h1009,,
739,h1010,,
740,h1012,,
741,h1013,,
742,h1015,,
743,h1016,,
744,h1017,,
745,h1019,,
746,h1020,,
747,h1022,,
748,h1023,,
749,h1024,,
750,h1025,,
751,h1026,,
752,h1027,,
753,h1028,,
754,h1030,,
755,h1031,,
756,h1032,,
757,h1033,,
758,h1034,,
759,h1035,,
760,h1036,,
761,h1037,,
762,h1038,,
763,h1039,,
764,h1042,,
765,h1044,,
766,h1045,,
767,h1046,,
768,h1047,,
769,h1048,,
770,h1049,,
771,h1050,,
772,h1051,,
773,h1052,,
774,h1053,,
775,h1056,,
776,h1057,,
777,h1058,,
778,h1059,,
779,h1060,,
780,h1061,,
781,h1062,,
782,h1063,,
783,h1064,,
784,h1065,,
785,h1066,,
786,h1068,,
787,h1069,,
788,h1070,,
789,h1073,,
790,h1074,,
791,h1075,,
792,h1076,,
793,h1077,,
794,h1078,,
795,h1079,,
796,h1082,,
797,h1084,,
798,h1087,,
799,h1088,,
800,h1089,,
801,h1090,,
802,h1091,,
803,h1092,,
804,h1094,,
805,h1095,,
806,h1099,,
807,h1100,,
808,h1101,,
809,h1102,,
810,h1103,,
811,h1105,,
812,h1107,,
813,h1111,,
814,h1114,,
815,h1116,,
816,h1117,,
817,h1118,,
818,h1121,,
819,h1125,,
820,h1128,,
821,h1129,,
822,h1130,,
823,h1132,,
824,h1133,,
825,h1134,,
826,h1135,,
827,h1136,,
828,h1137,,
829,h1138,,
830,h1139,,
831,h1140,,
832,h1141,,
833,h1143,,
834,h1146,,
835,h1147,,
836,h1150,,
837,h1151,,
838,h1153,,
839,h1154,,
840,h1155,,
841,h1156,,
842,h1159,,
843,h1160,,
844,h1162,,
845,h1164,,
846,h1165,,
847,h1166,,
848,h1169,,
849,h1170,,
850,h1171,,
851,h1172,,
852,h1173,,
853,h1174,,
854,h1175,,
855,h1177,,
856,h1178,,
857,h1181,,
858,h1182,,
859,h1183,,
860,h1184,,
861,h1185,,
862,h1186,,
863,h1187,,
864,h1188,,
865,h1189,,
866,h1191,,
867,h1192,,
868,h1193,,
869,h1194,,
870,h1195,,
871,h1196,,
872,h1198,,
873,h1199,,
874,h1200,,
875,h1202,,
876,h1204,,
877,h1205,,
878,h1207,,
879,h1209,,
880,h1210,,
881,h1213,,
882,h1215,,
883,h1217,,
884,h1218,,
885,h1219,,
886,h1220,,
887,h1222,,
888,h1223,,
889,h1224,,
890,h1226,,
891,h1227,,
892,h1229,,
893,h1230,,
894,h1233,,
895,h1234,,
896,h1237,,
897,h1238,,
898,h1239,,
899,h1240,,
900,tb0005,,
901,tb0006,,
902,tb0007,,
903,tb0012,,
904,tb0014,,
905,tb0015,,
906,tb0018,,
907,tb0020,,
908,tb0024,,
909,tb0026,,
910,tb0027,,
911,tb0029,,
912,tb0031,,
913,tb0034,,
914,tb0036,,
915,tb0037,,
916,tb0045,,
917,tb0047,,
918,tb0050,,
919,tb0051,,
920,tb0052,,
921,tb0053,,
922,tb0054,,
923,tb0056,,
924,tb0057,,
925,tb0062,,
926,tb0065,,
927,tb0069,,
928,tb0071,,
929,tb0073,,
930,tb0076,,
931,tb0079,,
932,tb0080,,
933,tb0081,,
934,tb0082,,
935,tb0084,,
936,tb0086,,
937,tb0087,,
938,tb0090,,
939,tb0091,,
940,tb0092,,
941,tb0094,,
942,tb0095,,
943,tb0098,,
944,tb0100,,
945,tb0103,,
946,tb0107,,
947,tb0108,,
948,tb0115,,
949,tb0117,,
950,tb0118,,
951,tb0120,,
952,tb0124,,
953,tb0125,,
954,tb0126,,
955,tb0128,,
956,tb0132,,
957,tb0133,,
958,tb0134,,
959,tb0135,,
960,tb0136,,
961,tb0137,,
962,tb0139,,
963,tb0141,,
964,tb0142,,
965,tb0146,,
966,tb0148,,
967,tb0153,,
968,tb0154,,
969,tb0155,,
970,tb0156,,
971,tb0162,,
972,tb0163,,
973,tb0164,,
974,tb0166,,
975,tb0168,,
976,tb0170,,
977,tb0174,,
978,tb0176,,
979,tb0177,,
980,tb0179,,
981,tb0183,,
982,tb0184,,
983,tb0186,,
984,tb0190,,
985,tb0191,,
986,tb0194,,
987,tb0196,,
988,tb0197,,
989,tb0199,,
990,tb0200,,
991,tb0201,,
992,tb0202,,
993,tb0203,,
994,tb0205,,
995,tb0208,,
996,tb0209,,
997,tb0212,,
998,tb0216,,
999,tb0219,,
1000,tb0221,,
1001,tb0226,,
1002,tb0227,,
1003,tb0228,,
1004,tb0229,,
1005,tb0231,,
1006,tb0232,,
1007,tb0234,,
1008,tb0235,,
1009,tb0237,,
1010,tb0240,,
1011,tb0241,,
1012,tb0242,,
1013,tb0244,,
1014,tb0246,,
1015,tb0251,,
1016,tb0252,,
1017,tb0256,,
1018,tb0260,,
1019,tb0262,,
1020,tb0264,,
1021,tb0266,,
1022,tb0267,,
1023,tb0270,,
1024,tb0271,,
1025,tb0273,,
1026,tb0274,,
1027,tb0277,,
1028,tb0279,,
1029,tb0282,,
1030,tb0283,,
1031,tb0284,,
1032,tb0285,,
1033,tb0287,,
1034,tb0288,,
1035,tb0290,,
1036,tb0291,,
1037,tb0292,,
1038,tb0293,,
1039,tb0294,,
1040,tb0297,,
1041,tb0298,,
1042,tb0299,,
1043,tb0300,,
1044,tb0301,,
1045,tb0303,,
1046,tb0306,,
1047,tb0307,,
1048,tb0311,,
1049,tb0313,,
