,train,val,test
667,h0914,,
668,h0915,,
669,h0916,,
670,h0917,,
671,h0918,,
672,h0919,,
673,h0921,,
674,h0922,,
675,h0924,,
676,h0925,,
677,h0928,,
678,h0930,,
679,h0931,,
680,h0933,,
681,h0934,,
682,h0935,,
683,h0939,,
684,h0940,,
685,h0942,,
686,h0943,,
687,h0944,,
688,h0945,,
689,h0946,,
690,h0947,,
691,h0948,,
692,h0949,,
693,h0950,,
694,h0951,,
695,h0952,,
696,h0953,,
697,h0954,,
698,h0955,,
699,h0958,,
700,h0960,,
701,h0961,,
702,h0962,,
703,h0963,,
704,h0966,,
705,h0967,,
706,h0968,,
707,h0970,,
708,h0973,,
709,h0975,,
710,h0976,,
711,h0977,,
712,h0978,,
713,h0979,,
714,h0982,,
715,h0983,,
716,h0984,,
717,h0985,,
718,h0986,,
719,h0987,,
720,h0988,,
721,h0989,,
722,h0990,,
723,h0991,,
724,h0992,,
725,h0993,,
726,h0995,,
727,h0996,,
728,h0997,,
729,h0998,,
730,h0999,,
731,h1002,,
732,h1003,,
733,h1004,,
734,h1005,,
735,h1006,,
736,h1007,,
737,h1008,,
738,h1009,,
739,h1010,,
740,h1012,,
741,h1013,,
742,h1015,,
743,h1016,,
744,h1017,,
745,h1019,,
746,h1020,,
747,h1022,,
748,h1023,,
749,h1024,,
750,h1025,,
751,h1026,,
752,h1027,,
753,h1028,,
754,h1030,,
755,h1031,,
756,h1032,,
757,h1033,,
758,h1034,,
759,h1035,,
760,h1036,,
761,h1037,,
762,h1038,,
763,h1039,,
764,h1042,,
765,h1044,,
766,h1045,,
767,h1046,,
768,h1047,,
769,h1048,,
770,h1049,,
771,h1050,,
772,h1051,,
773,h1052,,
774,h1053,,
775,h1056,,
776,h1057,,
777,h1058,,
778,h1059,,
779,h1060,,
780,h1061,,
781,h1062,,
782,h1063,,
783,h1064,,
784,h1065,,
785,h1066,,
786,h1068,,
787,h1069,,
788,h1070,,
789,h1073,,
790,h1074,,
791,h1075,,
792,h1076,,
793,h1077,,
794,h1078,,
795,h1079,,
796,h1082,,
797,h1084,,
798,h1087,,
799,h1088,,
800,h1089,,
801,h1090,,
802,h1091,,
803,h1092,,
804,h1094,,
805,h1095,,
806,h1099,,
807,h1100,,
808,h1101,,
809,h1102,,
810,h1103,,
811,h1105,,
812,h1107,,
813,h1111,,
814,h1114,,
815,h1116,,
816,h1117,,
817,h1118,,
818,h1121,,
819,h1125,,
820,h1128,,
821,h1129,,
822,h1130,,
823,h1132,,
824,h1133,,
825,h1134,,
826,h1135,,
827,h1136,,
828,h1137,,
829,h1138,,
830,h1139,,
831,h1140,,
832,h1141,,
833,h1143,,
834,h1146,,
835,h1147,,
836,h1150,,
837,h1151,,
838,h1153,,
839,h1154,,
840,h1155,,
841,h1156,,
842,h1159,,
843,h1160,,
844,h1162,,
845,h1164,,
846,h1165,,
847,h1166,,
848,h1169,,
849,h1170,,
850,h1171,,
851,h1172,,
852,h1173,,
853,h1174,,
854,h1175,,
855,h1177,,
856,h1178,,
857,h1181,,
858,h1182,,
859,h1183,,
860,h1184,,
861,h1185,,
862,h1186,,
863,h1187,,
864,h1188,,
865,h1189,,
866,h1191,,
867,h1192,,
868,h1193,,
869,h1194,,
870,h1195,,
871,h1196,,
872,h1198,,
873,h1199,,
874,h1200,,
875,h1202,,
876,h1204,,
877,h1205,,
878,h1207,,
879,h1209,,
880,h1210,,
881,h1213,,
882,h1215,,
883,h1217,,
884,h1218,,
885,h1219,,
886,h1220,,
887,h1222,,
888,h1223,,
889,h1224,,
890,h1226,,
891,h1227,,
892,h1229,,
893,h1230,,
894,h1233,,
895,h1234,,
896,h1237,,
897,h1238,,
898,h1239,,
899,h1240,,
900,h1242,,
901,h1243,,
902,h1244,,
903,h1245,,
904,h1247,,
905,h1249,,
906,h1250,,
907,h1251,,
908,h1252,,
909,h1253,,
910,h1254,,
911,h1255,,
912,h1256,,
913,h1257,,
914,h1258,,
915,h1259,,
916,h1260,,
917,h1261,,
918,h1262,,
919,h1263,,
920,h1268,,
921,h1270,,
922,h1272,,
923,h1273,,
924,h1274,,
925,h1279,,
926,h1281,,
927,h1283,,
928,h1284,,
929,h1285,,
930,h1286,,
931,h1288,,
932,h1289,,
933,h1290,,
934,h1291,,
935,h1293,,
936,h1295,,
937,h1296,,
938,h1299,,
939,h1301,,
940,h1302,,
941,h1303,,
942,h1304,,
943,h1305,,
944,h1306,,
945,h1307,,
946,h1308,,
947,h1309,,
948,h1310,,
949,h1313,,
950,h1314,,
951,h1315,,
952,h1317,,
953,h1319,,
954,h1320,,
955,h1322,,
956,h1324,,
957,h1325,,
958,h1326,,
959,h1327,,
960,h1328,,
961,h1331,,
962,h1332,,
963,h1333,,
964,h1334,,
965,h1337,,
966,h1339,,
967,h1340,,
968,h1341,,
969,h1343,,
970,h1344,,
971,h1345,,
972,h1346,,
973,h1348,,
974,h1349,,
975,h1350,,
976,h1351,,
977,h1353,,
978,h1354,,
979,h1356,,
980,h1358,,
981,h1359,,
982,h1360,,
983,h1361,,
984,h1362,,
985,h1363,,
986,h1364,,
987,h1365,,
988,h1366,,
989,h1367,,
990,h1368,,
991,h1369,,
992,h1372,,
993,h1374,,
994,h1377,,
995,h1378,,
996,h1379,,
997,h1380,,
998,h1383,,
999,h1384,,
1000,h1385,,
1001,h1386,,
1002,h1387,,
1003,h1390,,
1004,h1391,,
1005,h1392,,
1006,h1393,,
1007,h1394,,
1008,h1395,,
1009,h1397,,
1010,h1400,,
1011,h1401,,
1012,h1403,,
1013,h1404,,
1014,h1405,,
1015,h1406,,
1016,h1407,,
1017,h1409,,
1018,h1410,,
1019,h1414,,
1020,h1416,,
1021,h1417,,
1022,h1418,,
1023,h1419,,
1024,h1420,,
1025,h1422,,
1026,h1423,,
1027,h1424,,
1028,h1426,,
1029,h1427,,
1030,h1430,,
1031,h1432,,
1032,h1433,,
1033,h1434,,
1034,h1435,,
1035,h1436,,
1036,h1438,,
1037,h1439,,
1038,h1441,,
1039,h1442,,
1040,h1443,,
1041,h1444,,
1042,h1445,,
1043,h1446,,
1044,h1448,,
1045,h1451,,
1046,h1452,,
1047,h1453,,
1048,h1454,,
1049,h1455,,
1050,h1456,,
1051,h1457,,
1052,h1459,,
1053,h1460,,
1054,h1461,,
1055,h1462,,
1056,h1463,,
1057,h1465,,
1058,h1466,,
1059,h1468,,
1060,h1469,,
1061,h1470,,
1062,h1472,,
1063,h1473,,
1064,h1475,,
1065,h1478,,
1066,h1479,,
1067,h1480,,
1068,h1481,,
1069,h1483,,
1070,h1485,,
1071,h1486,,
1072,h1488,,
1073,h1490,,
1074,h1492,,
1075,h1497,,
1076,h1498,,
1077,h1502,,
1078,h1503,,
1079,h1504,,
1080,h1505,,
1081,h1506,,
1082,h1507,,
1083,h1508,,
1084,h1509,,
1085,h1511,,
1086,h1512,,
1087,h1514,,
1088,h1516,,
1089,h1517,,
1090,h1518,,
1091,h1519,,
1092,h1520,,
1093,h1521,,
1094,h1522,,
1095,h1523,,
1096,h1524,,
1097,h1525,,
1098,h1526,,
1099,h1528,,
1100,h1529,,
1101,h1530,,
1102,h1531,,
1103,h1532,,
1104,h1533,,
1105,h1534,,
1106,h1535,,
1107,h1536,,
1108,h1537,,
1109,h1538,,
1110,h1539,,
1111,h1540,,
1112,h1541,,
1113,h1542,,
1114,h1544,,
1115,h1546,,
1116,h1549,,
1117,h1550,,
1118,h1552,,
1119,h1555,,
1120,h1556,,
1121,h1557,,
1122,h1558,,
1123,h1559,,
1124,h1560,,
1125,h1561,,
1126,h1562,,
1127,h1563,,
1128,h1564,,
1129,h1565,,
1130,h1568,,
1131,h1570,,
1132,h1571,,
1133,h1573,,
1134,h1574,,
1135,h1576,,
1136,h1577,,
1137,h1578,,
1138,h1579,,
1139,h1580,,
1140,h1581,,
1141,h1582,,
1142,h1584,,
1143,h1585,,
1144,h1586,,
1145,h1590,,
1146,h1592,,
1147,h1594,,
1148,h1595,,
1149,h1597,,
1150,h1600,,
1151,h1601,,
1152,h1602,,
1153,h1603,,
1154,h1604,,
1155,h1605,,
1156,h1607,,
1157,h1608,,
1158,h1609,,
1159,h1613,,
1160,h1614,,
1161,h1615,,
1162,h1616,,
1163,h1618,,
1164,h1620,,
1165,h1621,,
1166,h1624,,
1167,h1625,,
1168,h1626,,
1169,h1627,,
1170,h1628,,
1171,h1629,,
1172,h1630,,
1173,h1631,,
1174,h1632,,
1175,h1633,,
1176,h1634,,
1177,h1635,,
1178,h1636,,
1179,h1637,,
1180,h1638,,
1181,h1641,,
1182,h1642,,
1183,h1643,,
1184,h1644,,
1185,h1645,,
1186,h1647,,
1187,h1648,,
1188,h1649,,
1189,h1651,,
1190,h1652,,
1191,h1653,,
1192,h1654,,
1193,h1656,,
1194,h1657,,
1195,h1658,,
1196,h1659,,
1197,h1660,,
1198,h1661,,
1199,h1662,,
1200,h1663,,
1201,h1664,,
1202,h1665,,
1203,h1666,,
1204,h1668,,
1205,h1669,,
1206,h1671,,
1207,h1672,,
1208,h1673,,
1209,h1675,,
1210,h1676,,
1211,h1677,,
1212,h1678,,
1213,h1680,,
1214,h1681,,
1215,h1682,,
1216,h1683,,
1217,h1684,,
1218,h1686,,
1219,h1687,,
1220,h1688,,
1221,h1689,,
1222,h1690,,
1223,h1691,,
1224,h1694,,
1225,h1695,,
1226,h1697,,
1227,h1698,,
1228,h1702,,
1229,h1704,,
1230,h1705,,
1231,h1706,,
1232,h1707,,
1233,h1708,,
1234,h1709,,
1235,h1710,,
1236,h1711,,
1237,h1712,,
1238,h1713,,
1239,h1715,,
1240,h1716,,
1241,h1717,,
1242,h1718,,
1243,h1719,,
1244,h1720,,
1245,h1722,,
1246,h1723,,
1247,h1726,,
1248,h1727,,
1249,h1729,,
1250,h1730,,
1251,h1731,,
1252,h1732,,
1253,h1733,,
1254,h1734,,
1255,h1736,,
1256,h1739,,
1257,h1741,,
1258,h1742,,
1259,h1743,,
1260,h1744,,
1261,h1746,,
1262,h1747,,
1263,h1751,,
1264,h1752,,
1265,h1753,,
1266,h1754,,
1267,h1755,,
1268,h1756,,
1269,h1758,,
1270,h1759,,
1271,h1760,,
1272,h1761,,
1273,h1763,,
1274,h1766,,
1275,h1767,,
1276,h1768,,
1277,h1769,,
1278,h1770,,
1279,h1771,,
1280,h1772,,
1281,h1773,,
1282,h1774,,
1283,h1775,,
1284,h1778,,
1285,h1779,,
1286,h1781,,
1287,h1782,,
1288,h1783,,
1289,h1784,,
1290,h1786,,
1291,h1787,,
1292,h1789,,
1293,h1790,,
1294,h1791,,
1295,h1792,,
1296,h1793,,
1297,h1794,,
1298,h1795,,
1299,h1798,,
1300,h1799,,
1301,h1800,,
1302,h1801,,
1303,h1802,,
1304,h1803,,
1305,h1804,,
1306,h1805,,
1307,h1807,,
1308,h1809,,
1309,h1810,,
1310,h1811,,
1311,h1813,,
1312,h1814,,
1313,h1815,,
1314,h1818,,
1315,h1819,,
1316,h1820,,
1317,h1821,,
1318,h1822,,
1319,h1823,,
1320,h1824,,
1321,h1827,,
1322,h1828,,
1323,h1829,,
1324,h1831,,
1325,h1832,,
1326,h1833,,
1327,h1834,,
1328,h1835,,
1329,h1837,,
1330,h1840,,
1331,h1841,,
1332,h1842,,
1333,h1843,,
1334,h1844,,
1335,h1845,,
1336,h1846,,
1337,h1847,,
1338,h1848,,
1339,h1849,,
1340,h1850,,
1341,h1851,,
1342,h1852,,
1343,h1854,,
1344,h1855,,
1345,h1856,,
1346,h1857,,
1347,h1858,,
1348,h1859,,
1349,h1862,,
1350,h1863,,
1351,h1866,,
1352,h1869,,
1353,h1870,,
1354,h1871,,
1355,h1874,,
1356,h1875,,
1357,h1876,,
1358,h1877,,
1359,h1878,,
1360,h1879,,
1361,h1880,,
1362,h1881,,
1363,h1882,,
1364,h1885,,
1365,h1886,,
1366,h1887,,
1367,h1888,,
1368,h1889,,
1369,h1891,,
1370,h1892,,
1371,h1893,,
1372,h1895,,
1373,h1898,,
1374,h1899,,
1375,h1902,,
1376,h1903,,
1377,h1906,,
1378,h1907,,
1379,h1908,,
1380,h1910,,
1381,h1912,,
1382,h1913,,
1383,h1914,,
1384,h1915,,
1385,h1916,,
1386,h1917,,
1387,h1918,,
1388,h1919,,
1389,h1920,,
1390,h1923,,
1391,h1924,,
1392,h1925,,
1393,h1926,,
1394,h1929,,
1395,h1930,,
1396,h1931,,
1397,h1932,,
1398,h1933,,
1399,h1934,,
1400,h1937,,
1401,h1938,,
1402,h1940,,
1403,h1942,,
1404,h1944,,
1405,h1945,,
1406,h1949,,
1407,h1950,,
1408,h1951,,
1409,h1953,,
1410,h1954,,
1411,h1955,,
1412,h1956,,
1413,h1958,,
1414,h1959,,
1415,h1960,,
1416,h1961,,
1417,h1962,,
1418,h1963,,
1419,h1964,,
1420,h1967,,
1421,h1968,,
1422,h1969,,
1423,h1970,,
1424,h1971,,
1425,h1972,,
1426,h1973,,
1427,h1974,,
1428,h1975,,
1429,h1976,,
1430,h1979,,
1431,h1980,,
1432,h1981,,
1433,h1982,,
1434,h1984,,
1435,h1985,,
1436,h1986,,
1437,h1987,,
1438,h1988,,
1439,h1989,,
1440,h1990,,
1441,h1992,,
1442,h1993,,
1443,h1996,,
1444,h1997,,
1445,h2000,,
1446,h2003,,
1447,h2004,,
1448,h2006,,
1449,h2008,,
1450,h2009,,
1451,h2010,,
1452,h2011,,
1453,h2013,,
1454,h2014,,
1455,h2015,,
1456,h2019,,
1457,h2020,,
1458,h2022,,
1459,h2023,,
1460,h2024,,
1461,h2025,,
1462,h2026,,
1463,h2027,,
1464,h2028,,
1465,h2029,,
1466,h2030,,
1467,h2032,,
1468,h2035,,
1469,h2038,,
1470,h2040,,
1471,h2041,,
1472,h2042,,
1473,h2043,,
1474,h2044,,
1475,h2045,,
1476,h2046,,
1477,h2047,,
1478,h2048,,
1479,h2049,,
1480,h2050,,
1481,h2051,,
1482,h2052,,
1483,h2055,,
1484,h2058,,
1485,h2059,,
1486,h2062,,
1487,h2063,,
1488,h2064,,
1489,h2065,,
1490,h2066,,
1491,h2067,,
1492,h2068,,
1493,h2069,,
1494,h2070,,
1495,h2071,,
1496,h2074,,
1497,h2075,,
1498,h2076,,
1499,h2079,,
1500,h2081,,
1501,h2082,,
1502,h2086,,
1503,h2087,,
1504,h2089,,
1505,h2090,,
1506,h2092,,
1507,h2093,,
1508,h2094,,
