,train,val,test
106,h0141,tb0096,tb0107
107,h0142,tb0132,tb0118
108,h0143,tb0135,tb0124
109,h0144,tb0140,tb0126
110,h0145,tb0164,tb0136
111,h0146,tb0184,tb0141
112,h0147,tb0194,tb0142
113,h0150,tb0201,tb0168
114,h0152,tb0229,tb0174
115,h0153,tb0234,tb0179
116,h0154,tb0251,tb0197
117,h0155,tb0266,tb0226
118,h0156,tb0271,tb0260
119,h0157,tb0285,tb0273
120,h0158,tb0289,tb0277
121,h0159,tb0291,tb0288
122,h0160,tb0316,tb0298
123,h0161,tb0336,tb0299
124,h0163,tb0338,tb0303
125,h0164,tb0342,tb0307
126,h0165,tb0353,tb0323
127,h0166,tb0354,tb0346
128,h0167,tb0355,tb0350
129,h0168,tb0356,tb0361
130,h0169,tb0364,tb0365
131,h0170,tb0409,tb0376
132,h0171,tb0417,tb0378
133,h0172,tb0459,tb0397
134,h0174,tb0463,tb0398
135,h0176,tb0478,tb0419
136,h0178,tb0495,tb0433
137,h0179,tb0500,tb0435
138,h0180,tb0504,tb0509
139,h0181,tb0533,tb0521
140,h0182,tb0548,tb0532
141,h0184,tb0553,tb0539
142,h0186,tb0563,tb0559
143,h0189,tb0566,tb0567
144,h0190,tb0571,tb0620
145,h0192,tb0582,tb0639
146,h0193,tb0595,tb0659
147,h0194,tb0608,tb0666
148,h0196,tb0610,tb0668
149,h0198,tb0646,tb0680
150,h0199,tb0647,tb0681
151,h0201,tb0660,tb0708
152,h0202,tb0676,tb0716
153,h0203,tb0690,tb0725
154,h0204,tb0711,tb0738
155,h0209,tb0719,tb0750
156,h0210,tb0721,tb0751
157,h0212,tb0732,tb0777
158,h0213,tb0762,tb0784
159,h0214,tb0763,tb0786
160,h0216,tb0788,tb0794
161,h0217,tb0790,tb0804
162,h0218,tb0795,tb0817
163,h0219,tb0801,tb0833
164,h0221,tb0805,tb0837
165,h0223,tb0807,tb0839
166,h0224,tb0813,tb0841
167,h0225,tb0852,tb0846
168,h0227,tb0863,tb0858
169,h0230,tb0865,tb0864
170,h0231,tb0882,tb0867
171,h0232,tb0897,tb0871
172,h0233,tb0916,tb0880
173,h0234,tb0917,tb0888
174,h0235,tb0919,tb0942
175,h0236,tb0921,tb0953
176,h0237,tb0927,tb0981
177,h0238,tb0949,tb0987
178,h0239,tb0982,tb1015
179,h0241,tb0985,tb1023
180,h0242,tb0997,tb1034
181,h0243,tb1006,tb1041
182,h0244,tb1012,tb1049
183,h0245,tb1020,tb1067
184,h0246,tb1022,tb1092
185,h0247,tb1024,tb1099
186,h0248,tb1055,tb1100
187,h0249,tb1068,tb1107
188,h0250,tb1073,tb1124
189,h0251,tb1080,tb1134
190,h0252,tb1096,tb1152
191,h0254,tb1108,tb1156
192,h0255,tb1113,tb1161
193,h0258,tb1139,tb1168
194,h0259,tb1160,tb1174
195,h0261,tb1162,tb1180
196,h0262,tb1163,tb1181
197,h0263,tb1165,tb1192
198,h0264,tb1167,tb1194
199,h0265,tb1183,tb1197
200,h0267,,
201,h0268,,
202,h0269,,
203,h0270,,
204,h0272,,
205,h0273,,
206,h0276,,
207,h0277,,
208,h0278,,
209,h0279,,
210,h0281,,
211,h0282,,
212,h0283,,
213,h0284,,
214,h0285,,
215,h0286,,
216,h0287,,
217,h0288,,
218,h0289,,
219,h0290,,
220,h0291,,
221,h0292,,
222,h0293,,
223,h0294,,
224,h0295,,
225,h0297,,
226,h0298,,
227,h0299,,
228,h0301,,
229,h0302,,
230,h0303,,
231,h0304,,
232,h0305,,
233,h0307,,
234,h0310,,
235,h0311,,
236,h0313,,
237,h0314,,
238,h0315,,
239,h0317,,
240,h0318,,
241,h0319,,
242,h0320,,
243,h0321,,
244,h0322,,
245,h0323,,
246,h0325,,
247,h0326,,
248,h0327,,
249,h0328,,
250,h0329,,
251,h0330,,
252,h0331,,
253,h0332,,
254,h0333,,
255,h0334,,
256,h0335,,
257,h0337,,
258,h0338,,
259,h0340,,
260,h0341,,
261,h0343,,
262,h0345,,
263,h0346,,
264,h0347,,
265,h0349,,
266,h0350,,
267,h0351,,
268,h0353,,
269,h0354,,
270,h0355,,
271,h0356,,
272,h0357,,
273,h0358,,
274,h0359,,
275,h0360,,
276,h0362,,
277,h0363,,
278,h0364,,
279,h0366,,
280,h0368,,
281,h0369,,
282,h0370,,
283,h0371,,
284,h0374,,
285,h0375,,
286,h0376,,
287,h0378,,
288,h0381,,
289,h0382,,
290,h0383,,
291,h0385,,
292,h0386,,
293,h0387,,
294,h0388,,
295,h0389,,
296,h0391,,
297,h0392,,
298,h0393,,
299,h0394,,
300,h0395,,
301,h0396,,
302,h0397,,
303,h0399,,
304,h0401,,
305,h0402,,
306,h0405,,
307,h0406,,
308,h0407,,
309,h0408,,
310,h0409,,
311,h0414,,
312,h0415,,
313,h0416,,
314,h0417,,
315,h0418,,
316,h0419,,
317,h0420,,
318,h0421,,
319,h0422,,
320,h0423,,
321,h0424,,
322,h0425,,
323,h0426,,
324,h0427,,
325,h0428,,
326,h0429,,
327,h0432,,
328,h0433,,
329,h0434,,
330,h0435,,
331,h0436,,
332,h0438,,
333,h0439,,
334,h0440,,
335,h0443,,
336,h0444,,
337,h0445,,
338,h0446,,
339,h0447,,
340,h0448,,
341,h0449,,
342,h0450,,
343,h0451,,
344,h0453,,
345,h0454,,
346,h0455,,
347,h0457,,
348,h0458,,
349,h0460,,
350,h0462,,
351,h0463,,
352,h0464,,
353,h0466,,
354,h0467,,
355,h0468,,
356,h0471,,
357,h0472,,
358,h0473,,
359,h0474,,
360,h0475,,
361,h0476,,
362,h0477,,
363,h0478,,
364,h0479,,
365,h0480,,
366,h0481,,
367,h0482,,
368,h0485,,
369,h0487,,
370,h0489,,
371,h0492,,
372,h0494,,
373,h0495,,
374,h0496,,
375,h0498,,
376,h0500,,
377,h0501,,
378,h0503,,
379,h0504,,
380,h0507,,
381,h0508,,
382,h0510,,
383,h0511,,
384,h0512,,
385,h0515,,
386,h0517,,
387,h0518,,
388,h0519,,
389,h0520,,
390,h0521,,
391,h0523,,
392,h0524,,
393,h0527,,
394,h0528,,
395,h0529,,
396,h0530,,
397,h0533,,
398,h0534,,
399,h0535,,
400,h0536,,
401,h0538,,
402,h0541,,
403,h0544,,
404,h0546,,
405,h0547,,
406,h0548,,
407,h0549,,
408,h0550,,
409,h0551,,
410,h0552,,
411,h0553,,
412,h0554,,
413,h0555,,
414,h0556,,
415,h0557,,
416,h0559,,
417,h0561,,
418,h0564,,
419,h0567,,
420,h0568,,
421,h0569,,
422,h0570,,
423,h0571,,
424,h0572,,
425,h0575,,
426,h0576,,
427,h0577,,
428,h0578,,
429,h0581,,
430,h0582,,
431,h0583,,
432,h0584,,
433,h0585,,
434,h0586,,
435,h0588,,
436,h0589,,
437,h0590,,
438,h0593,,
439,h0596,,
440,h0597,,
441,h0598,,
442,h0599,,
443,h0600,,
444,h0603,,
445,h0605,,
446,h0606,,
447,h0607,,
448,h0609,,
449,h0610,,
450,h0614,,
451,h0615,,
452,h0616,,
453,h0617,,
454,h0618,,
455,h0619,,
456,h0621,,
457,h0625,,
458,h0626,,
459,h0629,,
460,h0632,,
461,h0634,,
462,h0635,,
463,h0636,,
464,h0638,,
465,h0639,,
466,h0640,,
467,h0641,,
468,h0642,,
469,h0643,,
470,h0644,,
471,h0645,,
472,h0648,,
473,h0649,,
474,h0651,,
475,h0652,,
476,h0654,,
477,h0656,,
478,h0657,,
479,h0658,,
480,h0659,,
481,h0661,,
482,h0662,,
483,h0665,,
484,h0667,,
485,h0668,,
486,h0669,,
487,h0674,,
488,h0675,,
489,h0677,,
490,h0678,,
491,h0679,,
492,h0680,,
493,h0681,,
494,h0682,,
495,h0684,,
496,h0685,,
497,h0686,,
498,h0687,,
499,h0688,,
500,h0689,,
501,h0690,,
502,h0691,,
503,h0692,,
504,h0693,,
505,h0694,,
506,h0695,,
507,h0697,,
508,h0698,,
509,h0700,,
510,h0701,,
511,h0702,,
512,h0704,,
513,h0707,,
514,h0709,,
515,h0710,,
516,h0711,,
517,h0712,,
518,h0713,,
519,h0714,,
520,h0715,,
521,h0716,,
522,h0717,,
523,h0719,,
524,h0722,,
525,h0723,,
526,h0726,,
527,h0727,,
528,h0728,,
529,h0729,,
530,h0730,,
531,h0732,,
532,h0733,,
533,h0734,,
534,h0737,,
535,h0738,,
536,h0739,,
537,h0741,,
538,h0742,,
539,h0743,,
540,h0744,,
541,h0745,,
542,h0746,,
543,h0748,,
544,h0749,,
545,h0750,,
546,h0751,,
547,h0753,,
548,h0756,,
549,h0758,,
550,h0760,,
551,h0762,,
552,h0763,,
553,h0764,,
554,h0766,,
555,h0767,,
556,h0769,,
557,h0770,,
558,h0771,,
559,h0772,,
560,h0775,,
561,h0776,,
562,h0778,,
563,h0779,,
564,h0780,,
565,h0781,,
566,h0782,,
567,h0783,,
568,h0786,,
569,h0787,,
570,h0788,,
571,h0790,,
572,h0791,,
573,h0794,,
574,h0795,,
575,h0796,,
576,h0799,,
577,h0801,,
578,h0802,,
579,h0804,,
580,h0805,,
581,h0806,,
582,h0807,,
583,h0808,,
584,h0810,,
585,h0811,,
586,h0812,,
587,h0813,,
588,h0814,,
589,h0817,,
590,h0818,,
591,h0819,,
592,h0821,,
593,h0823,,
594,h0825,,
595,h0827,,
596,h0828,,
597,h0831,,
598,h0832,,
599,h0834,,
600,h0835,,
601,h0836,,
602,h0837,,
603,h0838,,
604,h0840,,
605,h0841,,
606,h0842,,
607,h0843,,
608,h0845,,
609,h0846,,
610,h0847,,
611,h0849,,
612,h0850,,
613,h0851,,
614,h0852,,
615,h0854,,
616,h0856,,
617,h0857,,
618,h0859,,
619,h0860,,
620,h0862,,
621,h0863,,
622,h0864,,
623,h0865,,
624,h0866,,
625,h0867,,
626,h0868,,
627,h0870,,
628,h0871,,
629,h0872,,
630,h0874,,
631,h0875,,
632,h0876,,
633,h0877,,
634,h0878,,
635,h0880,,
636,h0882,,
637,h0883,,
638,h0884,,
639,h0887,,
640,h0889,,
641,h0890,,
642,h0891,,
643,h0892,,
644,h0896,,
645,h0897,,
646,h0898,,
647,h0902,,
648,h0904,,
649,h0905,,
650,h0906,,
651,h0908,,
652,h0909,,
653,h0910,,
654,h0911,,
655,h0912,,
656,h0913,,
657,h0914,,
658,h0915,,
659,h0916,,
660,h0917,,
661,h0918,,
662,h0919,,
663,h0920,,
664,h0921,,
665,h0922,,
666,h0926,,
667,h0928,,
668,h0930,,
669,h0931,,
670,h0933,,
671,h0934,,
672,h0935,,
673,h0939,,
674,h0940,,
675,h0942,,
676,h0943,,
677,h0944,,
678,h0945,,
679,h0946,,
680,h0947,,
681,h0948,,
682,h0949,,
683,h0950,,
684,h0951,,
685,h0952,,
686,h0953,,
687,h0954,,
688,h0955,,
689,h0958,,
690,h0960,,
691,h0961,,
692,h0962,,
693,h0963,,
694,h0965,,
695,h0966,,
696,h0967,,
697,h0968,,
698,h0969,,
699,h0970,,
700,h0971,,
701,h0972,,
702,h0973,,
703,h0976,,
704,h0977,,
705,h0978,,
706,h0979,,
707,h0983,,
708,h0985,,
709,h0986,,
710,h0987,,
711,h0988,,
712,h0989,,
713,h0990,,
714,h0991,,
715,h0992,,
716,h0993,,
717,h0995,,
718,h0996,,
719,h0997,,
720,h0998,,
721,h0999,,
722,h1002,,
723,h1003,,
724,h1004,,
725,h1005,,
726,h1006,,
727,h1007,,
728,h1008,,
729,h1009,,
730,h1010,,
731,h1012,,
732,h1013,,
733,h1015,,
734,h1017,,
735,h1019,,
736,h1020,,
737,h1022,,
738,h1023,,
739,h1024,,
740,h1025,,
741,h1026,,
742,h1027,,
743,h1028,,
744,h1030,,
745,h1031,,
746,h1032,,
747,h1033,,
748,h1034,,
749,h1035,,
750,h1036,,
751,h1037,,
752,h1038,,
753,h1039,,
754,h1042,,
755,h1044,,
756,h1045,,
757,h1046,,
758,h1047,,
759,h1048,,
760,h1049,,
761,h1050,,
762,h1051,,
763,h1052,,
764,h1053,,
765,h1056,,
766,h1057,,
767,h1058,,
768,h1059,,
769,h1061,,
770,h1062,,
771,h1063,,
772,h1064,,
773,h1065,,
774,h1066,,
775,h1068,,
776,h1069,,
777,h1070,,
778,h1072,,
779,h1073,,
780,h1074,,
781,h1075,,
782,h1076,,
783,h1078,,
784,h1079,,
785,h1082,,
786,h1083,,
787,h1084,,
788,h1087,,
789,h1088,,
790,h1089,,
791,h1090,,
792,h1091,,
793,h1094,,
794,h1095,,
795,h1099,,
796,h1100,,
797,h1101,,
798,h1102,,
799,h1103,,
800,h1104,,
801,h1105,,
802,h1111,,
803,h1114,,
804,h1116,,
805,h1117,,
806,h1118,,
807,h1121,,
808,h1122,,
809,h1125,,
810,h1128,,
811,h1129,,
812,h1130,,
813,h1132,,
814,h1135,,
815,h1136,,
816,h1137,,
817,h1138,,
818,h1139,,
819,h1140,,
820,h1141,,
821,h1145,,
822,h1146,,
823,h1147,,
824,h1150,,
825,h1151,,
826,h1152,,
827,h1153,,
828,h1154,,
829,h1155,,
830,h1156,,
831,h1158,,
832,h1159,,
833,h1160,,
834,h1162,,
835,h1164,,
836,h1165,,
837,h1166,,
838,h1169,,
839,h1170,,
840,h1171,,
841,h1172,,
842,h1174,,
843,h1175,,
844,h1177,,
845,h1178,,
846,h1181,,
847,h1182,,
848,h1184,,
849,h1185,,
850,h1187,,
851,h1188,,
852,h1189,,
853,h1191,,
854,h1192,,
855,h1193,,
856,h1194,,
857,h1195,,
858,h1196,,
859,h1198,,
860,h1199,,
861,h1200,,
862,h1202,,
863,h1204,,
864,h1205,,
865,h1207,,
866,h1209,,
867,h1210,,
868,h1211,,
869,h1213,,
870,h1215,,
871,h1217,,
872,h1218,,
873,h1219,,
874,h1220,,
875,h1222,,
876,h1223,,
877,h1224,,
878,h1226,,
879,h1227,,
880,h1229,,
881,h1230,,
882,h1233,,
883,h1234,,
884,h1235,,
885,h1236,,
886,h1237,,
887,h1238,,
888,h1239,,
889,h1242,,
890,h1243,,
891,h1244,,
892,h1245,,
893,h1246,,
894,h1247,,
895,h1249,,
896,h1250,,
897,h1251,,
898,h1252,,
899,h1253,,
900,tb0003,,
901,tb0004,,
902,tb0005,,
903,tb0006,,
904,tb0009,,
905,tb0014,,
906,tb0015,,
907,tb0017,,
908,tb0018,,
909,tb0019,,
910,tb0020,,
911,tb0021,,
912,tb0024,,
913,tb0027,,
914,tb0028,,
915,tb0030,,
916,tb0031,,
917,tb0032,,
918,tb0033,,
919,tb0034,,
920,tb0036,,
921,tb0037,,
922,tb0040,,
923,tb0042,,
924,tb0043,,
925,tb0045,,
926,tb0047,,
927,tb0050,,
928,tb0051,,
929,tb0052,,
930,tb0054,,
931,tb0056,,
932,tb0059,,
933,tb0062,,
934,tb0063,,
935,tb0065,,
936,tb0066,,
937,tb0068,,
938,tb0069,,
939,tb0071,,
940,tb0076,,
941,tb0077,,
942,tb0079,,
943,tb0081,,
944,tb0082,,
945,tb0083,,
946,tb0084,,
947,tb0085,,
948,tb0087,,
949,tb0088,,
950,tb0089,,
951,tb0090,,
952,tb0092,,
953,tb0094,,
954,tb0095,,
955,tb0098,,
956,tb0100,,
957,tb0103,,
958,tb0104,,
959,tb0108,,
960,tb0114,,
961,tb0115,,
962,tb0117,,
963,tb0120,,
964,tb0125,,
965,tb0128,,
966,tb0129,,
967,tb0133,,
968,tb0134,,
969,tb0137,,
970,tb0138,,
971,tb0139,,
972,tb0145,,
973,tb0146,,
974,tb0147,,
975,tb0148,,
976,tb0150,,
977,tb0151,,
978,tb0153,,
979,tb0154,,
980,tb0155,,
981,tb0156,,
982,tb0162,,
983,tb0163,,
984,tb0166,,
985,tb0167,,
986,tb0170,,
987,tb0175,,
988,tb0176,,
989,tb0177,,
990,tb0183,,
991,tb0186,,
992,tb0190,,
993,tb0191,,
994,tb0192,,
995,tb0193,,
996,tb0196,,
997,tb0199,,
998,tb0200,,
999,tb0202,,
1000,tb0203,,
1001,tb0205,,
1002,tb0206,,
1003,tb0208,,
1004,tb0209,,
1005,tb0212,,
1006,tb0216,,
1007,tb0217,,
1008,tb0219,,
1009,tb0221,,
1010,tb0223,,
1011,tb0227,,
1012,tb0228,,
1013,tb0231,,
1014,tb0232,,
1015,tb0235,,
1016,tb0236,,
1017,tb0237,,
1018,tb0238,,
1019,tb0239,,
1020,tb0240,,
1021,tb0241,,
1022,tb0242,,
1023,tb0244,,
1024,tb0246,,
1025,tb0248,,
1026,tb0250,,
1027,tb0252,,
1028,tb0253,,
1029,tb0255,,
1030,tb0256,,
1031,tb0262,,
1032,tb0264,,
1033,tb0267,,
1034,tb0269,,
1035,tb0270,,
1036,tb0274,,
1037,tb0275,,
1038,tb0279,,
1039,tb0280,,
1040,tb0282,,
1041,tb0283,,
1042,tb0284,,
1043,tb0286,,
1044,tb0287,,
1045,tb0290,,
1046,tb0292,,
1047,tb0293,,
1048,tb0294,,
1049,tb0297,,
